img_path,text,family,source,split,preprocess_group,has_quad,can_parse_ccpd_geom,can_perspective,quad_source,bbox_source,quad_1x,quad_1y,quad_2x,quad_2y,quad_3x,quad_3y,quad_4x,quad_4y,ocr_crop_mode,ocr_resize_mode,ocr_resize_kernel,ocr_preproc,ocr_channel_order,ocr_quad_pad_ratio
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0287284482759-90_83-272&468_570&574-570&589_285&568_282&458_567&479-0_0_12_25_25_32_15-145-85_pol_赣VYPVJ警.jpg,赣VYPVJ警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,283.8,456.6,566.2,480.5,569.0,588.8,286.1,566.7,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0307327586207-93_81-193&461_483&582-493&580_200&559_181&462_474&483-0_0_16_4_25_24_25-133-29_pol_青TLAEZ警.jpg,青TLAEZ警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,179.6,461.3,473.8,481.5,489.8,580.4,197.0,561.0,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0122916666667-90_86-216&475_401&553-409&549_219&543_211&477_401&483-0_0_11_15_27_30_31-69-9_pol_皖K8ZAB警.jpg,皖K8ZAB警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,210.6,477.0,402.9,484.1,408.6,550.7,216.3,543.7,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0143151340996-91_89-245&506_455&584-456&583_251&575_245&509_450&517-0_0_31_33_26_24_31-112-155_pol_桂P1ZAP警.jpg,桂P1ZAP警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,243.8,509.1,449.1,517.3,455.2,582.0,251.0,575.2,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/027183908046-90_94-368&504_655&616-647&605_385&606_395&500_657&499-0_0_13_29_12_26_31-58-51_pol_津P8JY9警.jpg,津P8JY9警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,393.5,504.1,651.2,501.0,642.8,602.9,383.9,607.4,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0352083333333-90_85-175&457_573&549-569&566_166&567_166&447_569&446-0_0_17_24_27_31_17-209-18_pol_蒙XVTVY警.jpg,蒙XVTVY警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,163.2,449.3,564.1,447.0,563.1,574.0,166.4,573.0,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0415828544062-101_57-204&441_507&571-535&595_209&515_171&419_497&499-0_0_12_25_10_25_24-125-39_pol_宁XZWDZ警.jpg,宁XZWDZ警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,162.6,420.6,489.6,499.5,536.7,596.3,212.8,518.3,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0187739463602-92_77-191&430_448&524-460&531_218&512_196&434_438&453-0_0_18_15_25_25_24-72-32_pol_鄂V3087警.jpg,鄂V3087警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,195.3,434.3,435.9,451.3,459.6,530.9,219.9,514.9,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0193007662835-91_87-270&521_549&599-554&601_289&597_288&524_553&528-0_0_16_15_29_28_30-67-58_pol_青DZLHD警.jpg,青DZLHD警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,286.3,523.8,552.0,526.1,555.7,600.3,293.2,596.8,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0237607758621-92_91-247&500_509&602-515&603_246&598_269&493_538&498-0_0_11_17_29_29_31-142-82_pol_豫R3E75警.jpg,豫R3E75警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,272.7,495.2,534.2,498.2,508.7,602.2,245.8,597.5,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0181609195402-90_92-258&446_519&539-525&538_272&537_281&443_534&444-0_0_15_33_33_33_29-63-12_pol_沪FPWST警.jpg,沪FPWST警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,277.3,443.0,531.6,443.5,524.2,535.7,269.7,537.2,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0154094827586-92_80-251&547_469&620-478&624_262&616_244&540_460&548-0_0_11_26_29_33_20-89-25_pol_宁KCGK8警.jpg,宁KCGK8警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,243.4,538.1,459.9,549.4,476.0,624.5,260.0,614.9,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0141954022988-90_86-261&400_496&490-495&489_257&485_261&407_499&411-0_0_17_12_29_27_30-98-15_pol_蒙SB9C1警.jpg,蒙SB9C1警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,258.5,406.7,495.9,413.7,494.0,489.5,257.9,482.8,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0133620689655-88_89-208&421_403&494-407&479_208&500_203&427_402&406-0_0_21_8_32_32_29-37-22_pol_鲁AUSQC警.jpg,鲁AUSQC警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,201.6,426.5,401.5,404.4,406.5,479.5,206.2,500.0,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/015150862069-90_88-196&529_438&591-437&601_204&603_201&528_434&526-0_0_3_25_9_25_31-94-20_pol_辽B6BQS警.jpg,辽B6BQS警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,201.2,526.4,433.6,527.3,435.2,606.5,203.4,606.3,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0249784482759-111_80-290&331_489&472-461&477_277&389_306&318_490&406-0_0_8_25_30_26_20-157-18_pol_桂VLZ5C警.jpg,桂VLZ5C警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,300.6,317.7,491.0,398.8,464.8,478.1,272.3,393.8,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0106357758621-90_83-239&506_442&580-448&578_246&575_221&500_423&503-0_0_24_25_15_25_25-158-35_pol_黑GD0SN警.jpg,黑GD0SN警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,221.0,500.3,421.2,504.9,448.4,577.3,247.8,573.3,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/017667624521-90_88-218&457_501&529-501&548_221&540_220&451_500&459-0_0_8_0_30_26_26-90-61_pol_黑YKK6Y警.jpg,黑YKK6Y警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,217.3,451.2,500.7,458.0,502.6,545.6,221.5,539.6,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0166546934866-90_90-211&505_449&587-442&574_224&579_226&509_444&504-0_0_11_33_10_28_32-61-12_pol_新QBVLR警.jpg,新QBVLR警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,221.9,507.6,441.2,503.9,442.0,574.5,223.7,578.8,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0183908045977-90_82-232&329_502&408-505&412_239&424_235&342_501&330-0_0_29_26_5_29_29-151-67_pol_蒙A22TC警.jpg,蒙A22TC警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,234.6,342.8,500.6,333.1,504.4,414.0,240.8,423.6,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0442887931034-103_66-231&454_523&608-529&625_226&542_212&441_515&524-0_0_19_24_25_30_19-96-20_pol_云XZP1F警.jpg,云XZP1F警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,212.7,442.9,513.1,522.3,526.7,623.4,227.6,544.3,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0487356321839-98_72-166&432_504&595-502&601_165&531_150&430_487&500-0_0_32_26_19_25_25-73-41_pol_甘UCY8U警.jpg,甘UCY8U警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,147.8,430.2,485.2,497.5,499.9,600.5,165.8,533.1,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0165517241379-91_87-270&494_496&575-495&576_269&572_272&487_498&491-0_0_3_14_32_29_30-145-29_pol_皖TJEU3警.jpg,皖TJEU3警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,270.3,488.5,495.7,493.5,492.8,574.5,267.2,572.3,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0223850574712-94_79-242&507_489&606-491&605_256&580_243&498_478&523-0_15_30_29_27_30_29-79-69_pol_豫G45YT警.jpg,豫G45YT警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,243.5,499.4,480.0,522.4,488.4,602.0,252.5,581.4,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0445689655172-102_69-246&308_535&456-542&468_252&399_237&299_527&368-0_0_17_17_29_33_28-78-68_pol_豫DRJVC警.jpg,豫DRJVC警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,236.5,299.9,526.9,367.9,540.8,466.5,251.7,399.4,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0165158045977-90_90-236&469_497&541-499&547_235&541_235&455_499&461-0_0_16_16_29_28_30-114-30_pol_京NLLFF警.jpg,京NLLFF警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,234.9,452.8,497.2,463.1,497.6,549.7,236.6,539.9,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0318510536398-88_91-245&489_544&605-546&587_246&606_245&515_545&496-0_0_12_26_31_33_20-88-57_pol_津NFQQR警.jpg,津NFQQR警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,246.1,515.7,541.8,495.9,540.6,586.0,247.8,603.4,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0311194923372-90_86-203&481_548&572-537&576_216&571_216&475_537&480-0_0_31_32_32_18_31-75-122_pol_藏TSHYJ警.jpg,藏TSHYJ警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,215.1,477.0,538.5,479.6,536.1,574.0,216.3,570.6,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0276041666667-91_88-249&373_537&464-544&469_245&457_250&356_549&368-0_0_26_26_19_32_25-71-26_pol_贵AL17Y警.jpg,贵AL17Y警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,249.7,357.0,548.2,369.9,542.6,470.9,245.6,456.8,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0230411877395-90_88-292&402_597&487-597&495_298&491_290&396_589&400-0_0_31_21_26_33_32-99-74_pol_云NXM4N警.jpg,云NXM4N警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,289.5,395.8,589.8,399.6,596.3,493.4,298.6,490.1,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0392744252874-107_67-175&344_409&526-404&535_163&437_167&320_408&418-0_0_9_24_27_27_16-161-74_pol_黑UN0PP警.jpg,黑UN0PP警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,169.7,322.4,403.7,423.7,400.6,532.4,162.9,430.8,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/010775862069-90_79-195&522_413&582-427&577_217&580_194&515_404&512-0_0_3_24_18_27_30-98-25_pol_新BKX23警.jpg,新BKX23警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,192.9,514.1,405.0,511.2,428.0,579.9,216.8,581.7,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0374521072797-90_86-133&379_512&484-518&488_137&470_128&370_509&388-27_0_18_32_31_32_33-91-43_pol_冀LWK1H警.jpg,冀LWK1H警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,123.2,369.4,508.1,386.0,515.7,489.7,137.2,470.3,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0157231800766-90_87-243&465_471&555-485&556_251&563_245&475_479&468-10_4_32_8_19_33_26-99-38_pol_藏DYQHT警.jpg,藏DYQHT警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,244.3,473.6,479.3,469.2,485.8,555.9,250.8,561.9,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0263625478927-84_94-219&344_442&459-453&418_225&464_218&367_446&321-0_0_25_24_22_25_32-146-16_pol_津PWMLD警.jpg,津PWMLD警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,218.3,365.6,442.2,322.9,453.6,418.0,227.6,461.7,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0177286877395-88_90-215&389_461&471-452&457_221&466_213&394_444&385-0_0_1_24_19_25_32-126-90_pol_藏QF2W2警.jpg,藏QF2W2警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,210.7,394.3,441.0,385.4,449.9,456.3,221.2,466.4,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0266522988505-89_95-255&461_529&562-537&552_264&560_280&453_553&445-0_12_24_2_28_26_32-156-55_pol_苏E9XLN警.jpg,苏E9XLN警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,288.2,455.7,554.0,447.4,529.8,552.0,262.7,558.7,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/029224137931-83_96-241&491_467&603-475&567_252&602_252&507_475&472-0_0_28_24_30_21_24-102-44_pol_桂KUQ0R警.jpg,桂KUQ0R警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,253.3,506.1,472.2,473.7,472.4,568.5,251.2,599.6,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0489703065134-92_71-136&484_562&602-577&619_172&587_132&480_537&512-0_0_12_3_33_29_24-152-65_pol_青XJPUK警.jpg,青XJPUK警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,131.9,480.6,533.0,510.3,575.7,618.2,181.8,588.4,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0205196360153-95_78-200&522_432&635-422&634_201&604_198&522_419&552-0_0_17_18_25_31_26-110-34_pol_宁TDFZU警.jpg,宁TDFZU警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,197.4,520.8,417.5,554.3,421.8,633.6,201.3,603.1,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0287643678161-91_91-154&474_463&571-468&587_142&573_148&464_474&478-0_0_9_25_27_26_33-99-89_pol_苏HH1AZ警.jpg,苏HH1AZ警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,149.0,465.7,472.7,477.7,465.3,584.9,143.7,573.1,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/00874042145593-89_89-212&528_372&582-372&586_217&586_210&532_365&532-0_0_17_24_33_26_10-107-15_pol_蒙DY4U7警.jpg,蒙DY4U7警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,210.3,530.4,364.5,532.0,370.5,586.6,216.1,585.3,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0109973659004-89_94-448&334_640&396-639&388_442&400_450&337_647&325-0_0_26_7_30_29_30-120-45_pol_鲁XACCC警.jpg,鲁XACCC警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,452.4,335.0,647.9,326.0,637.6,389.8,442.1,401.3,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0255795019157-99_80-166&296_397&407-392&412_162&370_163&289_393&331-0_0_27_6_29_29_27-175-48_pol_赣BXAGC警.jpg,赣BXAGC警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,160.9,287.7,389.3,329.8,391.2,411.5,162.6,371.2,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/0165158045977-90_92-263&549_539&629-541&626_262&627_260&546_539&545-0_0_20_27_9_25_32-80-54_pol_浙PYPF4警.jpg,浙PYPF4警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,260.4,543.5,538.9,544.2,540.2,626.5,264.5,626.1,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/00755986590038-90_88-244&505_421&572-411&570_258&569_260&516_413&517-0_0_23_31_30_32_33-103-18_pol_闽BABU6警.jpg,闽BABU6警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,259.2,517.8,411.0,519.2,409.3,568.2,257.7,567.6,obb_warp,letterbox,nn,none,bgr,0.0
datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/train/025162835249-90_99-156&546_471&644-446&640_171&640_206&550_481&550-0_0_27_27_32_3_31-77-45_pol_沪TN840警.jpg,沪TN840警,police,special_ccpd2019_base_cvreplace_v1__police,train,ccpd_board,1,0,1,pose_yolov8n_ccpd2019_base,pose_yolov8n_ccpd2019_base,200.5,552.8,475.1,552.0,447.7,640.1,174.3,639.1,obb_warp,letterbox,nn,none,bgr,0.0
