idx,GT,PT_pred,ONNX_op18_pred,match18,diff18,ONNX_op11_pred,match11,diff11
31,使498290,使498290,使498290,True,4.01e-05,使498290,True,4.01e-05
32,使539369,使539369,使539369,True,1.30e-04,使539369,True,1.30e-04
33,使188196,使188196,使188196,True,4.20e-05,使188196,True,4.20e-05
34,使621601,使621601,使621601,True,3.62e-05,使621601,True,3.62e-05
35,使233794,使233794,使233794,True,7.63e-05,使233794,True,7.63e-05
36,使681747,使681747,使681747,True,1.22e-04,使681747,True,1.22e-04
37,使053083,使053083,使053083,True,8.01e-05,使053083,True,8.01e-05
38,使953541,使953541,使953541,True,9.16e-05,使953541,True,9.16e-05
39,使888156,使888156,使888156,True,9.16e-05,使888156,True,9.16e-05
40,使500309,使500309,使500309,True,6.29e-05,使500309,True,6.29e-05
41,使787051,使787051,使787051,True,6.48e-05,使787051,True,6.48e-05
42,使412544,使412544,使412544,True,4.96e-05,使412544,True,4.96e-05
43,使781054,使781054,使781054,True,3.43e-05,使781054,True,3.43e-05
44,使132231,使132231,使132231,True,4.58e-05,使132231,True,4.58e-05
45,使574094,使574094,使574094,True,7.63e-05,使574094,True,7.63e-05
46,使162337,使16237,使16237,True,9.16e-05,使16237,True,9.16e-05
47,使371792,使371792,使371792,True,5.53e-05,使371792,True,5.53e-05
48,使855076,使855076,使855076,True,3.43e-05,使855076,True,3.43e-05
49,使340489,使340489,使340489,True,4.96e-05,使340489,True,4.96e-05
50,使509933,使509933,使509933,True,5.15e-05,使509933,True,5.15e-05
51,使636089,使636089,使636089,True,3.81e-05,使636089,True,3.81e-05
52,使964746,使964746,使964746,True,4.20e-05,使964746,True,4.20e-05
53,使012087,使012087,使012087,True,3.91e-05,使012087,True,3.91e-05
54,使537933,使537933,使537933,True,5.34e-05,使537933,True,5.34e-05
55,使772614,使772614,使772614,True,7.06e-05,使772614,True,7.06e-05
56,使317787,使317787,使317787,True,5.34e-05,使317787,True,5.34e-05
57,使314709,使314709,使314709,True,7.63e-05,使314709,True,7.63e-05
58,使139265,使139265,使139265,True,5.15e-05,使139265,True,5.15e-05
59,使674147,使674147,使674147,True,3.05e-05,使674147,True,3.05e-05
60,使322407,使322407,使322407,True,5.25e-05,使322407,True,5.25e-05
61,使995193,使995193,使995193,True,4.01e-05,使995193,True,4.01e-05
62,使402899,使402899,使402899,True,6.48e-05,使402899,True,6.48e-05
63,使645074,使645074,使645074,True,3.81e-05,使645074,True,3.81e-05
64,使115589,使115589,使115589,True,5.72e-05,使115589,True,5.72e-05
65,使773654,使773654,使773654,True,4.58e-05,使773654,True,4.58e-05
66,使337344,使337344,使337344,True,3.05e-05,使337344,True,3.05e-05
67,使875425,使875425,使875425,True,7.63e-05,使875425,True,7.63e-05
68,使375722,使375722,使375722,True,4.39e-05,使375722,True,4.39e-05
69,使284401,使284401,使284401,True,7.63e-05,使284401,True,7.63e-05
70,使709015,使709015,使709015,True,5.15e-05,使709015,True,5.15e-05
71,使170237,使170237,使170237,True,4.96e-05,使170237,True,4.96e-05
72,使869249,使869249,使869249,True,5.34e-05,使869249,True,5.34e-05
73,使378237,使378237,使378237,True,4.39e-05,使378237,True,4.39e-05
74,使961683,使961683,使961683,True,2.96e-05,使961683,True,2.96e-05
75,使967613,使967613,使967613,True,4.01e-05,使967613,True,4.01e-05
76,使101998,使101998,使101998,True,6.87e-05,使101998,True,6.87e-05
77,使598497,使598497,使598497,True,3.72e-05,使598497,True,3.72e-05
78,使052006,使052006,使052006,True,6.10e-05,使052006,True,6.10e-05
79,使949326,使949326,使949326,True,5.15e-05,使949326,True,5.15e-05
80,使754681,使754681,使754681,True,4.01e-05,使754681,True,4.01e-05
81,使968926,使968926,使968926,True,4.58e-05,使968926,True,4.58e-05
82,使325699,使325699,使325699,True,6.87e-05,使325699,True,6.87e-05
83,使204467,使204467,使204467,True,5.72e-05,使204467,True,5.72e-05
84,使334857,使34857,使34857,True,6.87e-05,使34857,True,6.87e-05
85,使206908,使206908,使206908,True,5.34e-05,使206908,True,5.34e-05
86,使870975,使870975,使870975,True,4.58e-05,使870975,True,4.58e-05
87,使474732,使674732,使674732,True,9.16e-05,使674732,True,9.16e-05
88,使231864,使231864,使231864,True,4.58e-05,使231864,True,4.58e-05
89,使100253,使100253,使100253,True,1.53e-04,使100253,True,1.53e-04
90,使991154,使991154,使991154,True,6.87e-05,使991154,True,6.87e-05
91,使233614,使233614,使233614,True,4.10e-05,使233614,True,4.10e-05
92,使242817,使242817,使242817,True,4.58e-05,使242817,True,4.58e-05
93,使478638,使478638,使478638,True,9.16e-05,使478638,True,9.16e-05
94,使728426,使728426,使728426,True,3.05e-05,使728426,True,3.05e-05
95,使650245,使650245,使650245,True,5.72e-05,使650245,True,5.72e-05
96,使641634,使641634,使641634,True,2.86e-05,使641634,True,2.86e-05
97,使486548,使486548,使486548,True,3.81e-05,使486548,True,3.81e-05
98,使717831,使717831,使717831,True,4.01e-05,使717831,True,4.01e-05
99,使165604,使165604,使165604,True,2.00e-05,使165604,True,2.00e-05
100,使372819,使372819,使372819,True,3.05e-05,使372819,True,3.05e-05
101,使718305,使718305,使718305,True,3.81e-05,使718305,True,3.81e-05
102,使465465,使465465,使465465,True,3.62e-05,使465465,True,3.62e-05
103,使811169,使811169,使811169,True,5.72e-05,使811169,True,5.72e-05
104,使677553,使677553,使677553,True,9.92e-05,使677553,True,9.92e-05
105,使999515,使999515,使999515,True,5.15e-05,使999515,True,5.15e-05
106,使697974,使697974,使697974,True,4.58e-05,使697974,True,4.58e-05
107,使649789,使649789,使649789,True,4.58e-05,使649789,True,4.58e-05
108,使980055,使980055,使980055,True,1.07e-04,使980055,True,1.07e-04
109,使522163,使522163,使522163,True,2.48e-05,使522163,True,2.48e-05
110,使595518,使595518,使595518,True,6.87e-05,使595518,True,6.87e-05
111,使262168,使262168,使262168,True,4.20e-05,使262168,True,4.20e-05
112,使210938,使210938,使210938,True,9.16e-05,使210938,True,9.16e-05
113,使677260,使67260,使67260,True,7.63e-05,使67260,True,7.63e-05
114,使734654,使734654,使734654,True,7.63e-05,使734654,True,7.63e-05
115,使703594,使703594,使703594,True,4.58e-05,使703594,True,4.58e-05
116,使433646,使433646,使433646,True,2.57e-05,使433646,True,2.57e-05
117,使342427,使342427,使342427,True,4.58e-05,使342427,True,4.58e-05
118,使183260,使18326,使18326,True,1.68e-04,使18326,True,1.68e-04
119,使562760,使562760,使562760,True,4.10e-05,使562760,True,4.10e-05
120,使572078,使572078,使572078,True,3.81e-05,使572078,True,3.81e-05
121,使234671,使234671,使234671,True,5.15e-05,使234671,True,5.15e-05
122,使915430,使915430,使915430,True,6.10e-05,使915430,True,6.10e-05
123,使662417,使62417,使62417,True,5.34e-05,使62417,True,5.34e-05
124,使029756,使029756,使029756,True,5.34e-05,使029756,True,5.34e-05
125,使450573,使450573,使450573,True,5.15e-05,使450573,True,5.15e-05
126,使029709,使029709,使029709,True,3.05e-05,使029709,True,3.05e-05
127,使288011,使288011,使288011,True,4.96e-05,使288011,True,4.96e-05
128,使761778,使76178,使76178,True,1.30e-04,使76178,True,1.30e-04
129,使003860,使003860,使003860,True,3.05e-05,使003860,True,3.05e-05
130,使277351,使277351,使277351,True,2.29e-05,使277351,True,2.29e-05
131,使759926,使759926,使759926,True,5.53e-05,使759926,True,5.53e-05
132,使502739,使502739,使502739,True,6.87e-05,使502739,True,6.87e-05
133,使782388,使782388,使782388,True,2.57e-05,使782388,True,2.57e-05
134,使754893,使754893,使754893,True,3.81e-05,使754893,True,3.81e-05
135,使444254,使444254,使444254,True,6.48e-05,使444254,True,6.48e-05
136,使060516,使060516,使060516,True,2.77e-05,使060516,True,2.77e-05
137,使147664,使147664,使147664,True,6.10e-05,使147664,True,6.10e-05
138,使108332,使108332,使108332,True,6.10e-05,使108332,True,6.10e-05
139,使980790,使980790,使980790,True,4.58e-05,使980790,True,4.58e-05
140,使338611,使338611,使338611,True,4.39e-05,使338611,True,4.39e-05
141,使311819,使311819,使311819,True,3.05e-05,使311819,True,3.05e-05
142,使140666,使140666,使140666,True,2.48e-05,使140666,True,2.48e-05
143,使711788,使711788,使711788,True,5.15e-05,使711788,True,5.15e-05
144,使795912,使795912,使795912,True,5.53e-05,使795912,True,5.53e-05
145,使272255,使272255,使272255,True,7.63e-05,使272255,True,7.63e-05
146,使662799,使662799,使662799,True,5.34e-05,使662799,True,5.34e-05
147,使911779,使9179,使9179,True,4.96e-05,使9179,True,4.96e-05
148,使572229,使572229,使572229,True,3.34e-05,使572229,True,3.34e-05
149,使561188,使561188,使561188,True,4.20e-05,使561188,True,4.20e-05
150,使712867,使712867,使712867,True,5.34e-05,使712867,True,5.34e-05
151,使177211,使177211,使177211,True,3.05e-05,使177211,True,3.05e-05
152,使345752,使345752,使345752,True,6.10e-05,使345752,True,6.10e-05
153,使059419,使059419,使059419,True,1.07e-04,使059419,True,1.07e-04
154,使541935,使541935,使541935,True,6.87e-05,使541935,True,6.87e-05
155,使213620,使213620,使213620,True,3.05e-05,使213620,True,3.05e-05
156,使579362,使579362,使579362,True,4.58e-05,使579362,True,4.58e-05
157,使711278,使711278,使711278,True,4.77e-05,使711278,True,4.77e-05
158,使089585,使089585,使089585,True,2.86e-05,使089585,True,2.86e-05
159,使746027,使746027,使746027,True,3.81e-05,使746027,True,3.81e-05
160,使488458,使488458,使488458,True,3.43e-05,使488458,True,3.43e-05
161,使905988,使905988,使905988,True,5.91e-05,使905988,True,5.91e-05
162,使859517,使859517,使859517,True,9.16e-05,使859517,True,9.16e-05
163,使181969,使181969,使181969,True,5.15e-05,使181969,True,5.15e-05
164,使219249,使2925,使2925,True,1.37e-04,使2925,True,1.37e-04
165,使730458,使730458,使730458,True,4.58e-05,使730458,True,4.58e-05
166,使970333,使97033,使97033,True,4.96e-05,使97033,True,4.96e-05
167,使548852,使548852,使548852,True,5.53e-05,使548852,True,5.53e-05
168,使643890,使643890,使643890,True,5.72e-05,使643890,True,5.72e-05
169,使375026,使375026,使375026,True,4.96e-05,使375026,True,4.96e-05
170,使976794,使976794,使976794,True,5.72e-05,使976794,True,5.72e-05
171,使365236,使365236,使365236,True,8.77e-05,使365236,True,8.77e-05
172,使813418,使813418,使813418,True,1.22e-04,使813418,True,1.22e-04
173,使762114,使762114,使762114,True,6.48e-05,使762114,True,6.48e-05
174,使199334,使199334,使199334,True,4.58e-05,使199334,True,4.58e-05
175,使647951,使647951,使647951,True,6.87e-05,使647951,True,6.87e-05
176,使660786,使660786,使660786,True,6.87e-05,使660786,True,6.87e-05
177,使837015,使837015,使837015,True,8.39e-05,使837015,True,8.39e-05
178,使579964,使579964,使579964,True,4.96e-05,使579964,True,4.96e-05
179,使710703,使710703,使710703,True,6.10e-05,使710703,True,6.10e-05
180,使989093,使989093,使989093,True,3.91e-05,使989093,True,3.91e-05
181,使914738,使914738,使914738,True,1.30e-04,使914738,True,1.30e-04
182,使578895,使578895,使578895,True,3.34e-05,使578895,True,3.34e-05
183,使979854,使979854,使979854,True,4.01e-05,使979854,True,4.01e-05
184,使057195,使057195,使057195,True,3.81e-05,使057195,True,3.81e-05
185,使555276,使555276,使555276,True,3.81e-05,使555276,True,3.81e-05
186,使454058,使454058,使454058,True,3.34e-05,使454058,True,3.34e-05
187,使027679,使027679,使027679,True,3.72e-05,使027679,True,3.72e-05
188,使349048,使349048,使349048,True,9.54e-05,使349048,True,9.54e-05
189,使185007,使185007,使185007,True,2.67e-05,使185007,True,2.67e-05
190,使068961,使068961,使068961,True,3.62e-05,使068961,True,3.62e-05
191,使895159,使895159,使895159,True,3.81e-05,使895159,True,3.81e-05
192,使492493,使492493,使492493,True,6.29e-05,使492493,True,6.29e-05
193,使375298,使375298,使375298,True,1.07e-04,使375298,True,1.07e-04
194,使193067,使193067,使193067,True,6.68e-05,使193067,True,6.68e-05
195,使384182,使384182,使384182,True,4.58e-05,使384182,True,4.58e-05
196,使527086,使527086,使527086,True,2.77e-05,使527086,True,2.77e-05
197,使068476,使068476,使068476,True,4.67e-05,使068476,True,4.67e-05
198,使931987,使931987,使931987,True,4.39e-05,使931987,True,4.39e-05
199,使887552,使887552,使887552,True,5.72e-05,使887552,True,5.72e-05
200,使651771,使65171,使65171,True,1.07e-04,使65171,True,1.07e-04
201,使143437,使143437,使143437,True,5.72e-05,使143437,True,5.72e-05
202,使202185,使202185,使202185,True,2.81e-05,使202185,True,2.81e-05
203,使579772,使579772,使579772,True,4.58e-05,使579772,True,4.58e-05
204,使182593,使182593,使182593,True,4.48e-05,使182593,True,4.48e-05
205,使691273,使691273,使691273,True,4.96e-05,使691273,True,4.96e-05
206,使999946,使999946,使999946,True,2.77e-05,使999946,True,2.77e-05
207,使476941,使476941,使476941,True,3.81e-05,使476941,True,3.81e-05
208,使011050,使011050,使011050,True,7.63e-05,使011050,True,7.63e-05
209,使245137,使245137,使245137,True,7.63e-05,使245137,True,7.63e-05
210,使976872,使976872,使976872,True,3.05e-05,使976872,True,3.05e-05
211,使536984,使536984,使536984,True,6.10e-05,使536984,True,6.10e-05
212,使752211,使752211,使752211,True,3.62e-05,使752211,True,3.62e-05
213,使053639,使053639,使053639,True,7.63e-05,使053639,True,7.63e-05
214,使407421,使407421,使407421,True,5.34e-05,使407421,True,5.34e-05
215,使717195,使717195,使717195,True,5.34e-05,使717195,True,5.34e-05
216,使937724,使937724,使937724,True,4.20e-05,使937724,True,4.20e-05
217,使849531,使849531,使849531,True,3.91e-05,使849531,True,3.91e-05
218,使539376,使539376,使539376,True,7.25e-05,使539376,True,7.25e-05
219,使316168,使316168,使316168,True,2.15e-05,使316168,True,2.15e-05
220,使539429,使539429,使539429,True,4.58e-05,使539429,True,4.58e-05
221,使964833,使964833,使964833,True,3.24e-05,使964833,True,3.24e-05
222,使576982,使576982,使576982,True,4.20e-05,使576982,True,4.20e-05
223,使700628,使700628,使700628,True,4.77e-05,使700628,True,4.77e-05
224,使076672,使07667,使07667,True,8.39e-05,使07667,True,8.39e-05
225,使236629,使2629,使2629,True,5.34e-05,使2629,True,5.34e-05
226,使438746,使438746,使438746,True,4.58e-05,使438746,True,4.58e-05
227,使670665,使670665,使670665,True,3.34e-05,使670665,True,3.34e-05
228,使874460,使874460,使874460,True,5.72e-05,使874460,True,5.72e-05
229,使582763,使582763,使582763,True,5.72e-05,使582763,True,5.72e-05
230,使858202,使858202,使858202,True,1.18e-04,使858202,True,1.18e-04
231,使440706,使40706,使40706,True,6.10e-05,使40706,True,6.10e-05
232,使930025,使930025,使930025,True,4.05e-05,使930025,True,4.05e-05
233,使623729,使623729,使623729,True,6.87e-05,使623729,True,6.87e-05
234,使856459,使856459,使856459,True,5.34e-05,使856459,True,5.34e-05
235,使219833,使219833,使219833,True,5.53e-05,使219833,True,5.53e-05
236,使540805,使5400805,使5400805,True,1.60e-04,使5400805,True,1.60e-04
237,使178931,使178931,使178931,True,4.58e-05,使178931,True,4.58e-05
238,使131696,使131696,使131696,True,4.39e-05,使131696,True,4.39e-05
239,使024078,使024078,使024078,True,1.07e-04,使024078,True,1.07e-04
240,使124956,使124956,使124956,True,3.91e-05,使124956,True,3.91e-05
241,使733902,使733902,使733902,True,3.91e-05,使733902,True,3.91e-05
242,使757148,使757148,使757148,True,9.16e-05,使757148,True,9.16e-05
243,使463359,使463359,使463359,True,4.10e-05,使463359,True,4.10e-05
244,使266298,使266298,使266298,True,4.58e-05,使266298,True,4.58e-05
245,使799649,使799649,使799649,True,4.01e-05,使799649,True,4.01e-05
246,使720786,使720786,使720786,True,6.10e-05,使720786,True,6.10e-05
247,使971378,使971378,使971378,True,3.27e-05,使971378,True,3.27e-05
248,使681765,使681765,使681765,True,4.58e-05,使681765,True,4.58e-05
249,使683045,使683045,使683045,True,5.72e-05,使683045,True,5.72e-05
250,使643186,使6316,使6316,True,1.37e-04,使6316,True,1.37e-04
251,使892181,使892181,使892181,True,6.10e-05,使892181,True,6.10e-05
252,使307248,使3072468,使3072468,True,5.34e-05,使3072468,True,5.34e-05
253,使369979,使369979,使369979,True,4.39e-05,使369979,True,4.39e-05
254,使738592,使738592,使738592,True,5.91e-05,使738592,True,5.91e-05
255,使344446,使344446,使344446,True,4.58e-05,使344446,True,4.58e-05
256,使762116,使762116,使762116,True,3.24e-05,使762116,True,3.24e-05
257,使044984,使044984,使044984,True,5.72e-05,使044984,True,5.72e-05
258,使405961,使405961,使405961,True,2.96e-05,使405961,True,2.96e-05
259,使314268,使314268,使314268,True,5.72e-05,使314268,True,5.72e-05
260,使546532,使546532,使546532,True,2.77e-05,使546532,True,2.77e-05
261,使965587,使965587,使965587,True,7.44e-05,使965587,True,7.44e-05
262,使951624,使951624,使951624,True,3.05e-05,使951624,True,3.05e-05
263,使367227,使367227,使367227,True,4.58e-05,使367227,True,4.58e-05
264,使347151,使3647151,使3647151,True,9.92e-05,使3647151,True,9.92e-05
265,使076708,使076708,使076708,True,3.81e-05,使076708,True,3.81e-05
266,使704767,使704767,使704767,True,4.58e-05,使704767,True,4.58e-05
267,使063785,使063785,使063785,True,2.72e-05,使063785,True,2.72e-05
268,使095449,使09549,使09549,True,9.92e-05,使09549,True,9.92e-05
269,使523689,使539,使539,True,1.07e-04,使539,True,1.07e-04
270,使043410,使043410,使043410,True,1.68e-04,使043410,True,1.68e-04
271,使347059,使347059,使347059,True,4.96e-05,使347059,True,4.96e-05
272,使806844,使806844,使806844,True,2.67e-05,使806844,True,2.67e-05
273,使793217,使793217,使793217,True,4.01e-05,使793217,True,4.01e-05
274,使631508,使631508,使631508,True,3.05e-05,使631508,True,3.05e-05
275,使926921,使926921,使926921,True,3.24e-05,使926921,True,3.24e-05
276,使693834,使693834,使693834,True,6.48e-05,使693834,True,6.48e-05
277,使092154,使092154,使092154,True,5.72e-05,使092154,True,5.72e-05
278,使876397,使76397,使76397,True,3.81e-05,使76397,True,3.81e-05
279,使938845,使938845,使938845,True,4.39e-05,使938845,True,4.39e-05
280,使368003,使36863,使36863,True,1.37e-04,使36863,True,1.37e-04
281,使316700,使316700,使316700,True,3.81e-05,使316700,True,3.81e-05
282,使363108,使363108,使363108,True,5.34e-05,使363108,True,5.34e-05
283,使790529,使790529,使790529,True,4.20e-05,使790529,True,4.20e-05
284,使393418,使393418,使393418,True,8.39e-05,使393418,True,8.39e-05
285,使544514,使544514,使544514,True,4.20e-05,使544514,True,4.20e-05
286,使272374,使272374,使272374,True,4.58e-05,使272374,True,4.58e-05
287,使289184,使289184,使289184,True,4.39e-05,使289184,True,4.39e-05
288,使307635,使307635,使307635,True,2.77e-05,使307635,True,2.77e-05
289,使398866,使39866,使39866,True,5.72e-05,使39866,True,5.72e-05
290,使483756,使48375,使48375,True,1.48e-05,使48375,True,1.48e-05
291,使763684,使763684,使763684,True,7.63e-05,使763684,True,7.63e-05
292,使493201,使493201,使493201,True,5.72e-05,使493201,True,5.72e-05
293,使830859,使830859,使830859,True,1.03e-04,使830859,True,1.03e-04
294,使296497,使29649,使29649,True,6.87e-05,使29649,True,6.87e-05
295,使980466,使980466,使980466,True,3.62e-05,使980466,True,3.62e-05
296,使391816,使391816,使391816,True,4.77e-05,使391816,True,4.77e-05
297,使844280,使844280,使844280,True,4.20e-05,使844280,True,4.20e-05
298,使378821,使378821,使378821,True,5.34e-05,使378821,True,5.34e-05
299,使151918,使151918,使151918,True,4.01e-05,使151918,True,4.01e-05
