img_path,label,label_name,plate_text,source,source_split,crop_mode,original_w,original_h,quad_1x,quad_1y,quad_2x,quad_2y,quad_3x,quad_3y,quad_4x,quad_4y,is_synthetic,is_gan,base_id,sample_weight,notes
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0078-15_29-279&486_375&554-364&530_279&554_290&510_375&486-0_0_31_25_2_31_27-117-20.jpg,0,blue,皖A71C73,ccpd2019,,perspective_warp,720,1160,288.70,507.60,376.50,483.50,366.90,529.70,279.00,554.80,0,0,4a683a86a7cdcc40,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0078-17_24-334&481_421&556-421&556_340&530_334&481_415&507-0_0_10_25_31_29_27-108-22.jpg,0,blue,皖AL1753,ccpd2019,,perspective_warp,720,1160,330.30,477.40,411.90,502.70,417.90,553.80,333.20,529.70,0,0,e11cb258d9df4a77,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0079-17_23-300&478_384&557-378&533_300&557_306&502_384&478-0_0_14_33_33_28_26-84-27.jpg,0,blue,皖AQ9942,ccpd2019,,perspective_warp,720,1160,305.30,501.50,384.80,477.40,379.90,532.00,295.80,557.70,0,0,a257fb038c9d83d5,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0079-23_17-318&465_395&551-395&520_324&551_318&496_389&465-0_0_23_31_28_31_28-94-25.jpg,0,blue,皖AZ7474,ccpd2019,,perspective_warp,720,1160,321.00,493.80,386.80,471.20,393.80,523.40,323.30,547.40,0,0,3506f019ea6bb64a,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0080-15_16-282&484_363&567-362&545_282&567_283&506_363&484-0_0_33_33_31_2_30-61-46.jpg,0,blue,皖A997C6,ccpd2019,,perspective_warp,720,1160,282.40,505.50,362.10,483.70,363.50,545.60,278.30,567.80,0,0,83cbe2d5dfc99dfc,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0080-16_23-261&508_357&578-351&552_261&578_267&534_357&508-0_0_29_7_24_24_33-123-27.jpg,0,blue,皖A5H009,ccpd2019,,perspective_warp,720,1160,263.80,533.00,356.50,507.60,353.50,550.70,260.60,577.10,0,0,11497435d507c057,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0081-15_23-192&483_292&551-292&551_198&525_192&483_286&509-0_0_28_7_32_32_32-72-31.jpg,0,blue,皖A4H888,ccpd2019,,perspective_warp,720,1160,190.70,479.10,286.70,505.70,290.00,548.70,194.00,521.30,0,0,535c00c1970c10c8,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0081-20_20-418&524_502&605-502&573_418&605_418&556_502&524-0_0_24_27_31_11_27-132-63.jpg,0,blue,皖A037M3,ccpd2019,,perspective_warp,720,1160,416.80,555.40,504.10,524.10,505.40,570.90,415.20,603.50,0,0,c05dcad66360b285,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0082-15_22-285&497_378&571-378&571_291&547_285&497_372&521-0_12_28_24_30_28_27-104-27.jpg,0,blue,皖N40643,ccpd2019,,perspective_warp,720,1160,285.20,498.90,372.90,522.90,376.50,569.70,288.30,545.40,0,0,64dc529e142d2ce7,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0082-16_23-393&493_486&567-480&542_393&567_399&518_486&493-0_0_30_33_32_25_25-135-85.jpg,0,blue,皖A69811,ccpd2019,,perspective_warp,720,1160,399.90,515.30,482.00,486.90,477.60,539.70,391.20,569.10,0,0,27c710111bdf4ed4,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0082-19_22-306&507_389&590-389&590_309&562_306&507_386&535-0_0_23_33_33_33_5-99-11.jpg,0,blue,皖AZ999F,ccpd2019,,perspective_warp,720,1160,303.50,506.60,383.50,530.70,388.90,588.30,304.40,564.10,0,0,14ec3fba66bb1a1a,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0082-19_29-416&532_506&609-497&581_416&609_425&560_506&532-0_0_7_28_29_24_32-60-49.jpg,0,blue,皖AH4508,ccpd2019,,perspective_warp,720,1160,423.20,555.90,507.50,531.70,497.40,580.50,412.90,606.30,0,0,6ff94756111f8dfb,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0084-18_19-232&463_321&542-320&512_232&542_233&493_321&463-0_0_24_28_4_24_31-85-5.jpg,0,blue,皖A04E07,ccpd2019,,perspective_warp,720,1160,234.70,489.40,315.20,464.40,317.90,512.80,233.90,538.10,0,0,ddbc24e03ec2b023,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0085-15_23-295&499_390&574-390&574_302&550_295&499_383&523-0_0_19_20_25_32_29-71-73.jpg,0,blue,皖AVW185,ccpd2019,,perspective_warp,720,1160,292.80,500.80,383.10,525.90,388.50,573.90,298.10,547.10,0,0,2007d46cb33cbd4d,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0085-15_26-355&469_453&542-443&518_355&542_365&493_453&469-0_0_31_4_25_30_29-129-28.jpg,0,blue,皖A7E165,ccpd2019,,perspective_warp,720,1160,361.20,490.70,450.50,474.80,442.00,521.20,352.40,538.30,0,0,4a91572c28c9c7b0,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0085-20_29-384&474_473&554-465&524_384&554_392&504_473&474-0_0_32_29_27_2_25-146-48.jpg,0,blue,皖A853C1,ccpd2019,,perspective_warp,720,1160,393.50,501.30,470.50,476.60,465.40,525.00,384.70,551.00,0,0,d5817e71ae26198f,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0085-23_30-415&531_498&617-492&583_415&617_421&565_498&531-0_0_27_31_27_10_30-134-97.jpg,0,blue,皖A373L6,ccpd2019,,perspective_warp,720,1160,419.60,562.90,496.70,534.60,491.70,581.20,414.20,611.20,0,0,ead1770ec8bd614d,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0086-16_20-352&349_445&427-445&427_356&401_352&349_441&375-0_12_31_6_25_25_30-83-13.jpg,0,blue,皖N7G116,ccpd2019,,perspective_warp,720,1160,348.70,345.50,441.00,372.80,443.90,427.00,348.80,401.30,0,0,d1cb6298c12f4f36,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0086-16_24-299&468_393&545-393&545_307&520_299&468_385&493-0_0_27_31_7_26_25-65-56.jpg,0,blue,皖A37H21,ccpd2019,,perspective_warp,720,1160,300.80,471.60,386.50,493.80,393.00,545.40,307.20,521.50,0,0,c762a08a9f9efffd,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0086-18_25-331&512_419&594-419&594_337&566_331&512_413&540-0_0_5_31_2_29_33-134-20.jpg,0,blue,皖AF7C59,ccpd2019,,perspective_warp,720,1160,330.60,510.60,413.40,539.70,418.20,594.00,331.80,565.20,0,0,f9f903233db7e1b4,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0086-22_26-259&488_340&577-340&577_263&545_259&488_336&520-0_0_32_11_25_33_24-107-22.jpg,0,blue,皖A8M190,ccpd2019,,perspective_warp,720,1160,257.90,487.00,336.40,522.00,338.70,576.60,256.40,542.80,0,0,75ebe144bb419750,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0086-22_34-246&501_332&585-320&555_246&585_258&531_332&501-0_0_11_9_32_29_29-75-53.jpg,0,blue,皖AMK855,ccpd2019,,perspective_warp,720,1160,255.70,529.20,330.50,501.10,323.60,554.00,244.00,583.90,0,0,9fbe953d65a0ef93,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0087-18_18-382&467_468&552-468&523_382&552_382&496_468&467-0_0_10_31_30_26_32-117-40.jpg,0,blue,皖AL7628,ccpd2019,,perspective_warp,720,1160,383.40,496.30,468.10,466.80,469.10,519.30,380.60,550.60,0,0,ac096719881321cb,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0087-25_25-331&460_407&556-407&519_331&556_331&497_407&460-0_0_26_27_12_30_32-145-27.jpg,0,blue,皖A23N68,ccpd2019,,perspective_warp,720,1160,329.50,497.80,409.00,461.70,409.00,522.20,324.70,559.80,0,0,8e9e6d55ac271226,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0088-14_20-292&554_398&624-393&598_292&624_297&580_398&554-0_0_1_15_31_31_32-91-39.jpg,0,blue,皖ABR778,ccpd2019,,perspective_warp,720,1160,298.00,579.40,396.30,552.30,394.90,596.90,294.30,626.00,0,0,14c4170629bee1c8,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0088-15_25-223&505_322&580-322&580_232&555_223&505_313&530-0_0_9_30_32_26_19-86-49.jpg,0,blue,皖AK682V,ccpd2019,,perspective_warp,720,1160,222.10,502.10,314.70,527.90,322.60,579.30,227.20,555.60,0,0,857b01b59884a614,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0089-14_24-337&491_434&568-424&546_337&568_347&513_434&491-17_0_32_33_20_7_29-160-47.jpg,0,blue,鄂A89WH5,ccpd2019,,perspective_warp,720,1160,342.50,510.60,431.30,490.00,431.00,544.40,338.20,565.70,0,0,f6f9ac84da11d331,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0089-20_23-354&488_439&576-436&546_354&576_357&518_439&488-0_0_27_20_33_29_25-113-141.jpg,0,blue,皖A3W951,ccpd2019,,perspective_warp,720,1160,364.40,517.30,438.50,490.60,430.90,543.50,356.60,571.30,0,0,670a0538a1124215,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0090-15_28-230&499_324&579-324&579_243&556_230&499_311&522-0_0_18_17_27_24_33-114-29.jpg,0,blue,皖AUT309,ccpd2019,,perspective_warp,720,1160,230.00,502.20,311.80,520.30,322.50,575.70,240.30,555.90,0,0,2732549ae3585556,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0090-18_31-355&543_449&623-437&595_355&623_367&571_449&543-0_0_12_30_32_33_12-69-84.jpg,0,blue,皖AN689N,ccpd2019,,perspective_warp,720,1160,366.70,572.90,443.50,547.60,437.70,594.60,357.20,621.20,0,0,3663cfad76832e04,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0090-25_25-306&480_382&579-382&579_306&542_306&480_382&517-0_7_10_24_19_27_30-103-118.jpg,0,blue,皖HL0V36,ccpd2019,,perspective_warp,720,1160,302.70,472.50,383.60,517.10,384.00,579.00,298.90,535.00,0,0,f3c435476093b47f,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0090-26_29-358&465_438&560-435&521_358&560_361&504_438&465-0_0_7_16_31_29_29-110-25.jpg,0,blue,皖AHS755,ccpd2019,,perspective_warp,720,1160,360.40,501.10,435.40,465.60,436.20,521.50,356.30,557.90,0,0,b1b4a9c119e5eafb,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0091-15_29-222&441_324&516-324&516_235&492_222&441_311&465-0_0_6_33_30_26_6-90-18.jpg,0,blue,皖AG962G,ccpd2019,,perspective_warp,720,1160,227.10,437.40,315.00,462.70,325.70,518.40,233.70,496.50,0,0,78e4325fc988664a,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0092-14_24-330&464_429&542-420&518_330&542_339&488_429&464-0_0_29_12_27_32_31-110-61.jpg,0,blue,皖A5N387,ccpd2019,,perspective_warp,720,1160,337.80,486.30,424.90,463.20,417.40,515.50,329.90,539.90,0,0,172a476162c92bcd,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0092-16_16-323&361_420&441-420&412_323&441_323&390_420&361-0_0_2_24_24_32_33-84-43.jpg,0,blue,皖AC0089,ccpd2019,,perspective_warp,720,1160,322.40,391.60,416.90,359.80,419.50,410.50,321.80,441.30,0,0,270933b75cf288b9,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0092-16_19-223&431_321&510-319&481_223&510_225&460_321&431-0_0_4_24_26_32_15-34-12.jpg,0,blue,皖AE028R,ccpd2019,,perspective_warp,720,1160,224.50,456.70,321.60,432.30,317.80,481.90,220.60,507.30,0,0,42d981304ff22947,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0092-21_18-364&490_454&576-454&542_366&576_364&524_452&490-0_0_20_29_8_31_25-97-22.jpg,0,blue,皖AW5J71,ccpd2019,,perspective_warp,720,1160,362.30,521.80,449.60,492.60,452.70,545.50,361.70,574.70,0,0,2a4ae3415f6e1748,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0092-23_24-299&463_386&552-386&552_300&515_299&463_385&500-0_0_24_1_30_24_27-66-35.jpg,0,blue,皖A0B603,ccpd2019,,perspective_warp,720,1160,296.40,459.90,386.20,499.10,384.00,548.90,292.00,509.90,0,0,bfc919bcf1bf3429,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0093-14_32-253&503_357&578-357&578_270&555_253&503_340&526-0_0_33_20_29_25_31-118-39.jpg,0,blue,皖A9W517,ccpd2019,,perspective_warp,720,1160,255.80,505.70,340.70,522.20,353.00,576.70,267.80,558.50,0,0,085651b60ce84d60,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0093-18_21-368&452_463&534-460&504_368&534_371&482_463&452-0_0_29_29_24_33_26-157-29.jpg,0,blue,皖A55092,ccpd2019,,perspective_warp,720,1160,374.00,482.90,462.70,448.10,462.30,500.70,369.80,537.60,0,0,d0cdcf92cfe308fb,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0093-26_28-229&390_312&484-312&484_231&444_229&390_310&430-0_0_22_27_28_25_25-119-73.jpg,0,blue,皖AY3411,ccpd2019,,perspective_warp,720,1160,222.60,390.10,309.10,432.10,310.30,480.00,220.90,441.10,0,0,41d4e022e8b015ee,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0094-14_16-301&465_405&541-405&541_303&515_301&465_403&491-10_1_18_19_25_26_30-101-46.jpg,0,blue,苏BUV126,ccpd2019,,perspective_warp,720,1160,298.70,462.20,402.80,489.30,404.40,540.30,298.40,513.20,0,0,469e3983c13d0d0e,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0094-18_25-398&477_493&560-493&560_404&530_398&477_487&507-0_0_2_5_26_26_33-134-33.jpg,0,blue,皖ACF229,ccpd2019,,perspective_warp,720,1160,395.60,474.50,484.10,505.60,492.00,559.50,399.90,531.00,0,0,e64c01b28ede6475,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0094-29_36-297&458_375&559-375&559_305&520_297&458_367&497-0_0_26_25_21_32_26-75-27.jpg,0,blue,皖A21X82,ccpd2019,,perspective_warp,720,1160,297.60,470.30,365.70,488.80,375.70,550.20,306.90,530.60,0,0,ca4320c05aaec42e,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0095-16_19-316&458_412&541-409&513_316&541_319&486_412&458-0_0_1_30_24_29_1-66-125.jpg,0,blue,皖AB605B,ccpd2019,,perspective_warp,720,1160,319.00,484.70,416.80,450.20,414.00,509.60,311.90,545.20,0,0,dfad86487881aa01,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0095-16_30-438&445_544&520-532&492_438&520_450&473_544&445-1_10_24_31_31_24_32-111-14.jpg,0,blue,沪L07708,ccpd2019,,perspective_warp,720,1160,450.50,471.40,541.60,444.00,533.00,492.70,438.40,520.50,0,0,35e6db783d8eb4f7,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0096-15_19-233&473_339&549-339&549_236&520_233&473_336&502-0_0_13_5_29_26_32-102-104.jpg,0,blue,皖APF528,ccpd2019,,perspective_warp,720,1160,235.30,474.30,334.50,500.30,336.10,546.00,234.80,520.80,0,0,c13eb6d2b416cf34,1.00,
/home/wzzz/LPRNet/datasets/CCPD2019/ccpd_tilt/0096-15_19-426&488_524&570-524&570_430&544_426&488_520&514-0_0_29_30_3_30_33-102-11.jpg,0,blue,皖A56D69,ccpd2019,,perspective_warp,720,1160,425.90,487.00,521.70,514.60,522.60,567.20,424.00,540.40,0,0,263c30805d506b77,1.00,
