path,text,province,label,split,img_path
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京W0160警.jpg,京W0160警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京W0160警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京V1007警.jpg,京V1007警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京V1007警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京L5615警.jpg,京L5615警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京L5615警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京Y8640警.jpg,京Y8640警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京Y8640警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京N0606警.jpg,京N0606警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京N0606警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京B7007警.jpg,京B7007警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京B7007警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京B6765警.jpg,京B6765警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京B6765警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京B0869警.jpg,京B0869警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京B0869警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京N2921警.jpg,京N2921警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京N2921警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京Z5502警.jpg,京Z5502警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京Z5502警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京A5810警.jpg,京A5810警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京A5810警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京U6629警.jpg,京U6629警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京U6629警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京B3240警.jpg,京B3240警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京B3240警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京M2457警.jpg,京M2457警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京M2457警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京X1194警.jpg,京X1194警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京X1194警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京J2767警.jpg,京J2767警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京J2767警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京S3982警.jpg,京S3982警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京S3982警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京R9178警.jpg,京R9178警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京R9178警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京W7758警.jpg,京W7758警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京W7758警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京N3960警.jpg,京N3960警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京N3960警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京C3533警.jpg,京C3533警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京C3533警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京K3439警.jpg,京K3439警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京K3439警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京P5967警.jpg,京P5967警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京P5967警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京Z1534警.jpg,京Z1534警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京Z1534警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京V4096警.jpg,京V4096警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京V4096警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京Z0496警.jpg,京Z0496警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京Z0496警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京P4902警.jpg,京P4902警,京,0,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_京P4902警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪K6752警.jpg,沪K6752警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪K6752警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪E6502警.jpg,沪E6502警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪E6502警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪T6603警.jpg,沪T6603警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪T6603警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪T9272警.jpg,沪T9272警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪T9272警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G1330警.jpg,沪G1330警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G1330警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪W3301警.jpg,沪W3301警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪W3301警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Y6301警.jpg,沪Y6301警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Y6301警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Y8159警.jpg,沪Y8159警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Y8159警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Y0721警.jpg,沪Y0721警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Y0721警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪S5720警.jpg,沪S5720警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪S5720警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D9796警.jpg,沪D9796警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D9796警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪U1113警.jpg,沪U1113警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪U1113警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪R8818警.jpg,沪R8818警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪R8818警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪P5215警.jpg,沪P5215警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪P5215警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G5384警.jpg,沪G5384警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G5384警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪K1271警.jpg,沪K1271警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪K1271警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪U5026警.jpg,沪U5026警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪U5026警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Z6544警.jpg,沪Z6544警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Z6544警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪C9619警.jpg,沪C9619警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪C9619警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G8633警.jpg,沪G8633警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G8633警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪B7759警.jpg,沪B7759警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪B7759警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪A8903警.jpg,沪A8903警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪A8903警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪B3292警.jpg,沪B3292警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪B3292警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G6288警.jpg,沪G6288警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G6288警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪B2039警.jpg,沪B2039警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪B2039警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪M4270警.jpg,沪M4270警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪M4270警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪J3718警.jpg,沪J3718警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪J3718警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪A1515警.jpg,沪A1515警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪A1515警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪K8131警.jpg,沪K8131警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪K8131警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪W7456警.jpg,沪W7456警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪W7456警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪N3048警.jpg,沪N3048警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪N3048警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪E8070警.jpg,沪E8070警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪E8070警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D8941警.jpg,沪D8941警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D8941警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Z1560警.jpg,沪Z1560警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Z1560警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪K1871警.jpg,沪K1871警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪K1871警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D2053警.jpg,沪D2053警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D2053警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D2850警.jpg,沪D2850警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D2850警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪A7959警.jpg,沪A7959警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪A7959警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Z6791警.jpg,沪Z6791警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Z6791警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D8288警.jpg,沪D8288警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D8288警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G8289警.jpg,沪G8289警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪G8289警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪V1738警.jpg,沪V1738警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪V1738警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪J8086警.jpg,沪J8086警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪J8086警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪N4633警.jpg,沪N4633警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪N4633警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D9918警.jpg,沪D9918警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪D9918警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪C5222警.jpg,沪C5222警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪C5222警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪X8335警.jpg,沪X8335警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪X8335警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Z1187警.jpg,沪Z1187警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪Z1187警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪C8292警.jpg,沪C8292警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪C8292警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪V3432警.jpg,沪V3432警,沪,1,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_沪V3432警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津Z5734警.jpg,津Z5734警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津Z5734警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津S4368警.jpg,津S4368警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津S4368警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U3577警.jpg,津U3577警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U3577警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津R0446警.jpg,津R0446警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津R0446警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U1386警.jpg,津U1386警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U1386警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津G9518警.jpg,津G9518警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津G9518警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津C8523警.jpg,津C8523警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津C8523警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津N0479警.jpg,津N0479警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津N0479警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津P6597警.jpg,津P6597警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津P6597警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津B4639警.jpg,津B4639警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津B4639警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津T2379警.jpg,津T2379警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津T2379警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津V7592警.jpg,津V7592警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津V7592警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津A3447警.jpg,津A3447警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津A3447警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津C3048警.jpg,津C3048警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津C3048警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津C7708警.jpg,津C7708警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津C7708警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津Q1370警.jpg,津Q1370警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津Q1370警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津S5505警.jpg,津S5505警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津S5505警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津K6533警.jpg,津K6533警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津K6533警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津B1012警.jpg,津B1012警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津B1012警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U5899警.jpg,津U5899警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U5899警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津H6520警.jpg,津H6520警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津H6520警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津E4213警.jpg,津E4213警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津E4213警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津P8671警.jpg,津P8671警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津P8671警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津L1270警.jpg,津L1270警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津L1270警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津B8609警.jpg,津B8609警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津B8609警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U6032警.jpg,津U6032警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U6032警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津L5597警.jpg,津L5597警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津L5597警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津T8934警.jpg,津T8934警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津T8934警.jpg
/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U6738警.jpg,津U6738警,津,2,train,/home/wzzz/LPRNet/datasets/police_bluebase_cvstrict_20260603/train_津U6738警.jpg
